WILDLIFE_TYPE,SPECIES,ISSUE,ACTION,CREATED_DATE,DIVISION
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/06,WANNIASSA
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/06,YARRALUMLA
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/06,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/02/06,TORRENS
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/04,AINSLIE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/05,RED HILL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/05,AINSLIE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/05,CONDER
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/30,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/01/31,WANNIASSA
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/31,WANNIASSA
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/31,FORREST
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/30,RED HILL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/30,PIALLIGO
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/30,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/30,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/30,HUGHES
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/30,COOMBS
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NO ACTION REQUIRED,2017/01/30,WANNIASSA
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/30,RED HILL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/29,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/29,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/29,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/30,GREENWAY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/03,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/03,CURTIN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/03,LYONS
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/03,WESTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,ATTENDED BUT NOT LOCATED,2017/02/01,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/02,RURAL
MACROPOD,WALLAROO,DEAD,CARCASS REMOVED,2017/02/03,FADDEN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/03,PEARCE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/01,O'MALLEY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/02/01,COOK
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/01,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/01,GILMORE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NO ACTION REQUIRED,2017/01/31,GARRAN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/01,LYONS
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/02/01,DEAKIN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/02/01,MACARTHUR
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/11,DUFFY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/02/11,STIRLING
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/11,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/11,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/11,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/11,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/11,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/11,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/10,TORRENS
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/10,TORRENS
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/10,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/11,PEARCE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/10,MONCRIEFF
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/10,GARRAN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/10,WANNIASSA
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/10,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/12,HUME
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/12,HUME
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/02/13,RED HILL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/12,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/12,HUME
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/12,FISHER
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/12,CHAPMAN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/12,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/12,HUME
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/12,RED HILL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/12,FORREST
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/07,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/02/08,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/08,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/08,MACARTHUR
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/07,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/02/07,O'MALLEY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/02/07,HUME
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/07,RED HILL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/07,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,TRAPPED,CAPTURED & RELEASED,2017/02/07,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/02/07,WATSON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/02/07,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/07,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/07,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/07,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/07,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/09,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NO ACTION REQUIRED,2017/02/09,RED HILL
MACROPOD,EASTERN GREY KANGAROO,TRAPPED,CAPTURED & RELEASED,2017/02/09,WESTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/09,REID
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/02/09,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/09,THEODORE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/09,STRATHNAIRN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/09,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/08,HACKETT
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/08,DICKSON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/02/09,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/02/09,PIALLIGO
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/08,CONDER
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/08,HUME
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/08,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/08,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/17,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/17,CURTIN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/17,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/17,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/16,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/01/17,GILMORE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/17,WANNIASSA
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/17,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/16,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/16,HUME
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/16,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/16,NICHOLLS
MACROPOD,EASTERN GREY KANGAROO,ORPHANED,TAKEN TO CARER/VET/RSPCA,2017/01/15,AINSLIE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/16,FRANKLIN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,CARCASS REMOVED,2017/01/16,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/16,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/19,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/19,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/01/19,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,ATTENDED BUT NOT LOCATED,2017/01/19,YARRALUMLA
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/19,MACARTHUR
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/19,RED HILL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/01/19,BRUCE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/19,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/18,FARRER
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/18,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/19,O'MALLEY
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/19,AINSLIE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,CARCASS REMOVED,2017/01/17,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/01/18,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/01/18,O'MALLEY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/18,DEAKIN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/13,GORDON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/13,GORDON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/14,DEAKIN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NO ACTION REQUIRED,2017/01/14,FRANKLIN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/13,GOWRIE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/13,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/13,DEAKIN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/13,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/12,GUNGAHLIN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/12,EVATT
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/13,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/13,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/12,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/12,GARRAN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/12,GARRAN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/12,GUNGAHLIN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/01/15,GILMORE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/15,RED HILL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/15,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/15,KALEEN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/14,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/14,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/15,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/15,WANNIASSA
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/14,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/14,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/14,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/14,RED HILL
MACROPOD,SWAMP WALLABY,INJURED/SICK,EUTHANASED,2017/01/14,PIALLIGO
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/14,DEAKIN
MACROPOD,SWAMP WALLABY,DEAD,CARCASS REMOVED,2017/01/14,RURAL
MACROPOD,RED NECKED WALLABY,DEAD,CARCASS REMOVED,2017/01/14,RURAL
MACROPOD,RED NECKED WALLABY,DEAD,CARCASS REMOVED,2017/01/27,CHIFLEY
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/27,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/01/27,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/27,WATSON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/26,THEODORE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/26,YARRALUMLA
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/26,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/26,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/25,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NO ACTION REQUIRED,2017/01/25,HACKETT
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/25,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/26,GRIFFITH
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/24,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/24,GOWRIE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/24,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/24,CAMPBELL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/29,RED HILL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/29,HUME
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/29,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/29,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/29,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/29,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/29,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NO ACTION REQUIRED,2017/01/29,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/01/28,DUFFY
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/28,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/28,WATSON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/29,WARAMANGA
MACROPOD,RED NECKED WALLABY,DEAD,CARCASS REMOVED,2017/01/27,ACTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/28,CONDER
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/28,CALWELL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/28,O'MALLEY
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/21,MACARTHUR
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/21,GILMORE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/21,GILMORE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/22,SYMONSTON
MACROPOD,WALLAROO,INJURED/SICK,CARCASS REMOVED,2017/01/21,LATHAM
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/01/21,O'CONNOR
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/21,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/21,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/20,RURAL
MACROPOD,SWAMP WALLABY,DEAD,CARCASS REMOVED,2017/01/20,GARRAN
MACROPOD,RED NECKED WALLABY,DEAD,CARCASS REMOVED,2017/01/20,O'MALLEY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/20,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/19,GORDON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/20,DENMAN PROSPECT
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/20,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/01/20,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/24,HUME
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NO ACTION REQUIRED,2017/01/24,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/24,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/24,COOMBS
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/23,KALEEN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/23,ACTON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/23,MOLONGLO
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/23,RURAL
MACROPOD,RED NECKED WALLABY,INJURED/SICK,EUTHANASED,2017/01/22,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/22,RURAL
MACROPOD,SWAMP WALLABY,INJURED/SICK,EUTHANASED,2017/01/22,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/22,CAMPBELL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/22,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/01/22,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/22,FYSHWICK
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/01/22,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/24,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/24,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/24,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/25,RED HILL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/24,HUME
MACROPOD,WALLAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/02/24,YARRALUMLA
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/24,RURAL
MACROPOD,SWAMP WALLABY,DEAD,CARCASS REMOVED,2017/02/24,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/24,WATSON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/24,WANNIASSA
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/24,AINSLIE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/24,FARRER
MACROPOD,SWAMP WALLABY,DEAD,CARCASS REMOVED,2017/02/24,YARRALUMLA
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/02/24,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/02/24,CALWELL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/24,PEARCE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/25,BRUCE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/25,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/25,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/02/26,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/25,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/02/25,HUME
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/25,RED HILL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NO ACTION REQUIRED,2017/02/25,WANNIASSA
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/25,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/25,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/25,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/25,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/02/25,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/02/25,DEAKIN
